S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
636d644e383242002befc218,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Thu Nov 10 2022 21:51:26 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 21:51:52 GMT+0100 (Central European Standard Time),636d635ccb720d002ac79cb1
636451a5715f58002a9c6564,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Fri Nov 04 2022 00:41:25 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 00:42:24 GMT+0100 (Central European Standard Time),62b0e6d920b51c00207113e4
63679258383242002bc67d76,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Sun Nov 06 2022 11:54:16 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 11:55:03 GMT+0100 (Central European Standard Time),6206099cb8dde6001f562393
63728fee24dd95002a6208b6,"Femme ","plus der 5000 dtn par mois ","un chauffage central ","propiétaire ","true ","1 ",Mon Nov 14 2022 19:58:54 GMT+0100 (Central European Standard Time),Mon Nov 14 2022 19:59:06 GMT+0100 (Central European Standard Time),63728f744c0459002a0ebc72
634ead8d117758002ad3ec4e,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Tue Oct 18 2022 14:43:41 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 02:38:08 GMT+0100 (Central European Standard Time),620d33ada22e64002b419fc2
63563ca9117758002a0b5957,"Homme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","false ","plus que 2 ",Mon Oct 24 2022 08:20:09 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 08:20:28 GMT+0100 (Central European Standard Time),62bac5545c28b4001f4b7257
6378858ecda0b600206c0d65,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Sat Nov 19 2022 08:28:14 GMT+0100 (Central European Standard Time),Sat Nov 19 2022 08:28:53 GMT+0100 (Central European Standard Time),621010798f081f001ff43c54
63a629a0ea1683002baf91d4,"Homme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Fri Dec 23 2022 23:20:16 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 23:20:26 GMT+0100 (Central European Standard Time),63a6257aa7c600002a806738
63a7809ad3648d002afce9c9,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sat Dec 24 2022 23:43:38 GMT+0100 (Central European Standard Time),Sat Dec 24 2022 23:44:28 GMT+0100 (Central European Standard Time),63a77e4dbf55ec002a0560f2
635231e1fd637f0029cc06d6,"Homme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","aucune ",Fri Oct 21 2022 06:45:05 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 06:45:32 GMT+0100 (Central European Standard Time),6206de61807e1a0020367501
63abee32d3648d002a0c0988,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Wed Dec 28 2022 08:20:18 GMT+0100 (Central European Standard Time),Wed Dec 28 2022 08:20:37 GMT+0100 (Central European Standard Time),63ab501be86d04002a26f1fb
6370c77ccc04ac002a38d674,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sun Nov 13 2022 11:31:24 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 11:31:43 GMT+0100 (Central European Standard Time),6370c655f75880002add025a
634dc56eeec4a5002a57ea7d,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Mon Oct 17 2022 22:13:18 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 22:15:02 GMT+0100 (Central European Standard Time),626c6ba9424b71002089a22e
63601464cb720d002a597253,"Femme ","entre 1000 et 1800 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","false ","aucune ",Mon Oct 31 2022 19:31:00 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 19:31:40 GMT+0100 (Central European Standard Time),62056b78807e1a0020349011
635919e48f1b81002a0f6cb9,"Homme ","entre 1000 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Wed Oct 26 2022 12:28:36 GMT+0100 (Central European Standard Time),Wed Oct 26 2022 12:28:54 GMT+0100 (Central European Standard Time),6207bfadcbad6e0020e3f7d5
634ce81bdf5acd002af3f682,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","2 ",Mon Oct 17 2022 06:28:59 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 06:29:19 GMT+0100 (Central European Standard Time),632fee8d5dda7a002b8a3afb
634d8d36eec4a5002a554985,"Femme ","entre 3000 et 5000 dtn par mois ","un sèche linge ","locataire ","false ",-,Mon Oct 17 2022 18:13:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:14:15 GMT+0100 (Central European Standard Time),62f8dba691349c001fe6ee2f
634dca38feb171002bde80d0,"Homme ","entre 1000 et 1800 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","false ","2 ",Mon Oct 17 2022 22:33:44 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 22:35:04 GMT+0100 (Central European Standard Time),62f3f4c8933853001f6cf85a
63515a0eeec4a5002a733f1f,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","propiétaire ","false ","plus que 2 ",Thu Oct 20 2022 15:24:14 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 15:24:41 GMT+0100 (Central European Standard Time),62e241bd91cdeb001faacc47
63a1cd690b83d8001fddf383,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Dec 20 2022 15:57:45 GMT+0100 (Central European Standard Time),Tue Dec 20 2022 15:58:36 GMT+0100 (Central European Standard Time),6213f71e8f081f001ff5b6cf
634d4548051a14002a6f467a,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Mon Oct 17 2022 13:06:32 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 13:06:49 GMT+0100 (Central European Standard Time),62ffd6734146ff001ef4f287
636831699ccf6f002b6b07f1,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Sun Nov 06 2022 23:12:57 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 23:13:14 GMT+0100 (Central European Standard Time),63683054383242002bcd4bda
63a07a71b8997e002a5c4391,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Mon Dec 19 2022 15:51:29 GMT+0100 (Central European Standard Time),Mon Dec 19 2022 15:51:57 GMT+0100 (Central European Standard Time),639f6768a33426002b2ee116
634d29e1427992002a59cd0e,"Femme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Mon Oct 17 2022 11:09:37 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 11:10:02 GMT+0100 (Central European Standard Time),621796a8f513d8001f86f82b
6352a5affeb171002b04604f,"Homme ","entre 1200 et 1800 dtn par mois ","un sèche linge ","locataire ","true ","aucune ",Fri Oct 21 2022 14:59:11 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 15:00:37 GMT+0100 (Central European Standard Time),6265d780119763001f826f18
635585c1eec4a5002a921b32,"Homme ","entre 3000 et 5000 dtn par mois ","un chauffage central ","propiétaire ","true ","plus que 2 ",Sun Oct 23 2022 19:19:45 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 19:21:37 GMT+0100 (Central European Standard Time),620903a4ca15d4001ff33785
63753c05e4ebc3001fd2748e,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Wed Nov 16 2022 20:37:41 GMT+0100 (Central European Standard Time),Wed Nov 16 2022 20:38:41 GMT+0100 (Central European Standard Time),62bf514a20b51c00207bf109
634db208117758002acd1fb1,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 20:50:32 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 20:50:49 GMT+0100 (Central European Standard Time),620f673ef513d8001f8327d1
63694ae13e3f42002be0dc4c,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","2 ",Mon Nov 07 2022 19:13:53 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 19:14:17 GMT+0100 (Central European Standard Time),63694738cb720d002aac579e
634f0f00feb171002be7b91d,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Tue Oct 18 2022 21:39:28 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 21:39:38 GMT+0100 (Central European Standard Time),63109f2679cf5c001fe5ef59
637e21f30cc5f6001f922034,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","2 ",Wed Nov 23 2022 14:36:51 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 14:38:42 GMT+0100 (Central European Standard Time),620d421da12e7b002ab1a4d9
63658258cb720d002a8bca31,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","plus que 2 ",Fri Nov 04 2022 22:21:28 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 22:22:25 GMT+0100 (Central European Standard Time),634172f71c2eae001f0176ed
63812b0b168860001f3f680d,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Fri Nov 25 2022 21:52:27 GMT+0100 (Central European Standard Time),Fri Nov 25 2022 21:52:51 GMT+0100 (Central European Standard Time),637dfcdd0cc5f6001f91500c
6381e0648f07ee001fa2115d,"Femme ","plus der 5000 dtn par mois ","un climatiseur ","propiétaire ","false ","aucune ",Sat Nov 26 2022 10:46:12 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 10:48:28 GMT+0100 (Central European Standard Time),621cbf67434532001f161d41
639b5e0ba33426002b15fdb5,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","plus que 2 ",Thu Dec 15 2022 18:48:59 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 18:49:27 GMT+0100 (Central European Standard Time),6387af408f07ee001fb9e3ba
63a0a304a33426002b35f6d5,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Dec 19 2022 18:44:36 GMT+0100 (Central European Standard Time),Mon Dec 19 2022 18:44:49 GMT+0100 (Central European Standard Time),63a0a1d0d96a27002a7d6d24
6351e45cfd637f0029cb1ab9,"Homme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","false ","plus que 2 ",Fri Oct 21 2022 01:14:20 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 01:15:01 GMT+0100 (Central European Standard Time),622b7ac502b958001f3bbeca
635e48db966fa6002a5599a0,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sun Oct 30 2022 10:50:19 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 10:50:38 GMT+0100 (Central European Standard Time),63178c410a42e3002affbf13
6370efa24c0459002a08cade,"Femme ","entre 400 et 650 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Sun Nov 13 2022 14:22:42 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 14:23:08 GMT+0100 (Central European Standard Time),62aa3caeb3ecfe0020297cb7
63602f4e966fa6002a6ab186,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 31 2022 21:25:50 GMT+0100 (Central European Standard Time),Tue Nov 01 2022 20:09:28 GMT+0100 (Central European Standard Time),63602d5ecb720d002a5ab21f
634d3cb3df5acd002af79e1b,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","1 ",Mon Oct 17 2022 12:29:55 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:30:21 GMT+0100 (Central European Standard Time),634804cadf5acd002ad08c59
63835e3e8f07ee001fa94184,"Femme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Sun Nov 27 2022 13:55:26 GMT+0100 (Central European Standard Time),Sun Nov 27 2022 13:55:49 GMT+0100 (Central European Standard Time),63835c91bc72c2001f744b46
6370d1aa369b4f002a119138,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Sun Nov 13 2022 12:14:50 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 12:15:28 GMT+0100 (Central European Standard Time),6307dbb67fbf48001fef822c
637659be6c0e79001f06d4ad,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Thu Nov 17 2022 16:56:46 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 16:58:20 GMT+0100 (Central European Standard Time),620810ede1cc4f002abedcfc
636cd217383242002beaf5e6,"Femme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Thu Nov 10 2022 11:27:35 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 11:27:52 GMT+0100 (Central European Standard Time),636c1474715f58002adbc432
634cfde0427992002a5811bb,"Homme ","entre 1000 et 1800 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Mon Oct 17 2022 08:01:52 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:02:47 GMT+0100 (Central European Standard Time),62c6e618b47035002aeb87c8
6351a045fd637f0029c926d8,"Homme ","entre 1800 et 3000 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Thu Oct 20 2022 20:23:49 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 20:24:50 GMT+0100 (Central European Standard Time),6208c34fca15d4001ff28edf
637e6e716ece3e001f85e787,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Wed Nov 23 2022 20:03:13 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 20:04:15 GMT+0100 (Central European Standard Time),637e6ca629651e001fcfeb49
635eb8cc383242002b73767b,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","true ","aucune ",Sun Oct 30 2022 18:47:56 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 18:48:43 GMT+0100 (Central European Standard Time),635eb6889ccf6f002b108550
634d4528427992002a5ae6ce,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Mon Oct 17 2022 13:06:00 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 13:07:02 GMT+0100 (Central European Standard Time),620d656b7db2fa002a6aca62
634c9fdd585260002a69de84,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 17 2022 01:20:45 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 01:22:20 GMT+0100 (Central European Standard Time),62c711d0320843002ae11227
635d89c23e3f42002b73e170,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","1 ",Sat Oct 29 2022 21:14:58 GMT+0100 (Central European Standard Time),Sat Oct 29 2022 21:16:11 GMT+0100 (Central European Standard Time),621652e7a2acb3001fb1ff04
635842255c940d002ab4d850,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Tue Oct 25 2022 21:08:05 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 21:09:51 GMT+0100 (Central European Standard Time),6356f195989a4b002a53201e
6352d17f195edb002af9bdb2,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Fri Oct 21 2022 18:06:07 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 18:07:14 GMT+0100 (Central European Standard Time),621003c58f081f001ff43040
6367aeff3e3f42002bd423e4,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sun Nov 06 2022 13:56:31 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 13:56:54 GMT+0100 (Central European Standard Time),63234a8ba70777002b131cbc
634d83b46d6572002a200101,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Oct 17 2022 17:32:52 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 17:33:49 GMT+0100 (Central European Standard Time),6284f7f7be5df9002a6eed91
635aeaab49e87d002af19cc3,"Homme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","1 ",Thu Oct 27 2022 21:31:39 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 21:32:10 GMT+0100 (Central European Standard Time),6272cbb81be8ce001f848bc2
634d13f380094f002a42cc70,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Mon Oct 17 2022 09:36:03 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:36:41 GMT+0100 (Central European Standard Time),6315c4a30d10d9002accaaaf
634e90b896b5a9002a4e8ca0,"Femme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","plus que 2 ",Tue Oct 18 2022 12:40:40 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 12:41:29 GMT+0100 (Central European Standard Time),6241fc8f428ea800201f3eb6
6353140b96b5a9002a7324b0,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","plus que 2 ",Fri Oct 21 2022 22:50:03 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 22:50:29 GMT+0100 (Central European Standard Time),620834c2776c6c002ab86319
638264866ece3e001f96b13d,"Femme ","plus der 5000 dtn par mois ","un sèche linge ","propiétaire ","false ","plus que 2 ",Sat Nov 26 2022 20:09:58 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 20:10:16 GMT+0100 (Central European Standard Time),63824c67fe8333001f087275
63a953ba8ccceb002a2c01b7,"Femme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Mon Dec 26 2022 08:56:42 GMT+0100 (Central European Standard Time),Mon Dec 26 2022 08:57:18 GMT+0100 (Central European Standard Time),63a952438ccceb002a2bfc5c
63a97614d3648d002a022859,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","1 ",Mon Dec 26 2022 11:23:16 GMT+0100 (Central European Standard Time),Mon Dec 26 2022 11:23:31 GMT+0100 (Central European Standard Time),63a975b9ea1683002bb8bbbf
6365750f383242002bb366c0,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Fri Nov 04 2022 21:24:47 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 21:26:04 GMT+0100 (Central European Standard Time),621e68b2a2acb3001fb5590a
63a9a1208ccceb002a2da4f7,"Homme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Mon Dec 26 2022 14:26:56 GMT+0100 (Central European Standard Time),Mon Dec 26 2022 14:27:09 GMT+0100 (Central European Standard Time),63a9a071e86d04002a1fad75
