,User id,Club,Genre,Age,Zone géographique,Occupation,Sport,Film,Interactions en ligne,Revenu,Permis de conduire,Motorisé,Que faites vous pendant votre temps libre?,Vous aimez les jeux videos?,vous préférez quelles marques,Que fais tu pendant ton temps libre?,En général quel type d'information as tu besoin?,"Plus globalement, as-tu des projets personnels ?",T’intéresses tu à la politique ?,Vois-tu un intérêt à voter ?,"D’après toi, qu’est-ce qui manque le plus aux jeunes de ton âge?",Vous disposez (plusieurs réponses possible),vous êtes ,combien de voitures disposez vous dans votre famille,j'habite?,Pour me déplacer je prends ,As-tu accès à internet facilement?
867,620b9aa2ca15d4001ff6d050,tunis,,entre 18 24 an,nabeul,luniversité,,horreur,facebook,plus der 5000 dtn mois,true,true,tvjeux vidéos,oui,nike lacoste bos prada,activités sportives tvjeux vidéos,etudesformations,voyage,false,false,transport,machine a laver automatique,propiétaire,1,appartement,voiture,true
868,620a59e669ce2d0020d2e672,"club, africain",homme,entre 18 24 an,nabeul,luniversité,football,action,facebook instagram tik tok autre,entre 3000 5000 dtn mois,,false,tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,internet tvjeux vidéos,sport losirs projets létranger voyage études emplois autre,voyage projet professionnel,true,true,autre évènements culturels transport espaces jeunes,aucun,propiétaire,aucune,appartement,,false
869,6294b5dca9f68a002a546c9d,,homme,,zaghouan,,,horreur,facebook,entre 1800 3000 dtn mois,false,false,lecture,oui,nike lacoste bos prada,activités sportives,etudesformations,projet professionnel,false,false,transport,lave vaisselle,locataire,1,,,true
870,62ae498ada3dfd0020ac34c7,sahel,homme,entre 18 24 an,sousse,,"football, handball, volleyball, basketball",action,facebook instagram snapshat,entre 650 1200 dtn mois,,false,internet tvjeux vidéos lecture,oui,nike lacoste bos prada,activités sportives internet tvjeux vidéos sortie entre amis,autre,voyage,false,false,autre,chauffage central,locataire,aucune,,autre,true
871,62bd797441b04f001ed7330a,,femme,entre 18 24 an,mahdia,luniversité,,romantique,facebook instagram tik tok snapshat,entre 1800 3000 dtn mois,,false,tvjeux vidéos internet,non,nike lacoste bos prada,tvjeux vidéos,etudesformations sport losirs,voyage projet detudes,true,false,évènements culturels espaces jeunes lieux où demander conseils,machine a laver automatique,locataire,aucune,"chez, parent",,
872,62057227b872f7001f7cd0ed,sahel,homme,entre 25 34 an,tunis,salariée,,action,autre,entre 1200 1800 dtn mois,true,false,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives internet,projets létranger voyage études emplois autre,voyage projet detudes,false,false,sécurité,climatiseur,propiétaire,aucune,"chez, parent",,
873,6225a9fe584c64001f3e2322,,,,tunis,,,romantique,facebook instagram tik tok snapshat,inferieur 400 dtn mois,false,true,internet,non,nike lacoste bos prada,tvjeux vidéos,vie pratique transport horaires d’ouverture différentes structure,projet particulier,true,true,sécurité,aucun,locataire,2,,,false
874,620a422fca15d4001ff524f7,"club, africain",homme,moins 18 an,jendouba,lycée,,tragédie,facebook instagram tik tok snapshat,entre 1800 3000 dtn mois,false,false,lecture,oui,nike lacoste bos prada,internet,etudesformations,projet detudes,false,false,espaces jeunes,climatiseur,locataire,2,"chez, parent",,true
875,62ad04f844a27b001f697a96,"club, africain",femme,moins 18 an,siliana,collège,football,comédie,instagram tik tok,plus der 5000 dtn mois,,true,tvjeux vidéos internet,oui,nike lacoste bos prada,activités sportives,etudesformations offres demploi métiers,voyage,false,true,évènements culturels,aucun,propiétaire,1,"chez, parent",,false
876,621c2591619553001f5be233,tunis,femme,entre 18 24 an,tunis,luniversité,,comédie,facebook instagram tik tok autre,inferieur 400 dtn mois,true,true,autre internet,non,nike lacoste bos prada,lecture internet activités associatives activités sportives sortie entre amis tvjeux vidéos,projets létranger voyage études emplois vie pratique transport horaires d’ouverture différentes structure etudesformations offres demploi métiers santé,projet detudes,false,true,évènements culturels sécurité lieux où demander conseils structure sportives,aucun,locataire,aucune,"chez, parent",,
877,62109b138f081f001ff45616,"club, africain",homme,entre 25 34 an,tunis,salariée,,comédie,facebook,entre 650 1200 dtn mois,true,true,lecture,non,nike lacoste bos prada,internet,offres demploi,projet particulier,false,true,évènements culturels,climatiseur,propiétaire,1,"chez, parent",,
878,62cef5668a48ff001ee00e34,"club, africain",,entre 18 24 an,bizerte,,,horreur,instagram,entre 650 1200 dtn mois,false,false,internet,oui,nike lacoste bos prada,internet,offres demploi,projet detudes,true,true,transport,machine a laver automatique,propiétaire,aucune,appartement,voiture,
879,62096afaca15d4001ff45950,,homme,entre 25 34 an,medenine,,,tragédie,autre,entre 3000 5000 dtn mois,true,true,internet autre lecture,non,nike lacoste bos prada,sortie entre amis,vie pratique transport horaires d’ouverture différentes structure,projet particulier,true,true,sécurité,machine a laver semi automatique,locataire,2,autre,,true
880,6216518e4413240020f4dbba,sahel,femme,entre 18 24 an,sousse,luniversité,,comédie,instagram,entre 650 1200 dtn mois,false,false,activités sportives activités associatives internet sortie entre amis,non,chanel saint laurent dior louis vuitton,internet,etudesformations offres demploi,projet professionnel,false,false,évènements culturels,machine a laver semi automatique,propiétaire,aucune,"chez, parent",,
881,621b59a00cd88c0020e022a8,tunis,femme,entre 18 24 an,tunis,luniversité,tennis,romantique,autre,entre 1800 3000 dtn mois,,false,tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,sortie entre amis,projets létranger voyage études emplois,projet professionnel,false,true,autre,congélateur hors celui réfrigérateur,propiétaire,2,,taxi,
882,6208dddcca15d4001ff2c952,"club, africain",homme,entre 18 24 an,tunis,lycée,football,action,facebook instagram,entre 1000 1800 dtn mois,true,true,activités sportives internet,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,etudesformations,projet professionnel,true,true,évènements culturels espaces jeunes transport,climatiseur,propiétaire,1,"chez, parent","bus, metro",true
883,620a56f8ca15d4001ff551eb,tunis,homme,entre 18 24 an,sfax,,"tennis, golf, football, handball, basketball, volleyball, gymnastique, natation, danse",science fiction,snapshat facebook instagram tik tok,entre 650 1200 dtn mois,true,true,tvjeux vidéos internet sortie entre amis lecture autre activités sportives,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos internet activités associatives sortie entre amis lecture activités sportives,etudesformations offres demploi métiers vie pratique transport horaires d’ouverture différentes structure sport losirs santé projets létranger voyage études emplois autre,voyage projet detudes projet professionnel projet humanitaire carritatif,true,true,évènements culturels transport espaces jeunes sécurité instance donner avis lieux où s’informer lieux où demander conseils structure sportives,aucun,propiétaire,plus 2,,bus,true
884,620965bf031a460020206b94,,homme,,medenine,,,policier,snapshat,entre 3000 5000 dtn mois,true,true,internet,non,nike lacoste bos prada,sortie entre amis,sport losirs,projet particulier,true,true,sécurité,machine a laver semi automatique,locataire,1,,train,true
885,620c32ed6529b3002a19e55e,"club, africain",homme,entre 18 24 an,medenine,,football,policier,facebook instagram tik tok autre,entre 650 1200 dtn mois,false,false,activités sportives tvjeux vidéos internet sortie entre amis autre,oui,nike lacoste bos prada,internet tvjeux vidéos sortie entre amis,autre,projet particulier,true,false,évènements culturels sécurité instance donner avis lieux où s’informer autre,aucun,locataire,1,"chez, parent",autre,
886,620ab137f75cbe001f0d54d3,"club, africain",homme,entre 18 24 an,tunis,luniversité,football,horreur,facebook instagram tik tok snapshat,plus der 5000 dtn mois,true,true,activités sportives tvjeux vidéos activités associatives internet sortie entre amis,oui,nike lacoste bos prada,sortie entre amis,offres demploi sport losirs santé logement projets létranger voyage études emplois,projet particulier,false,false,sécurité structure sportives lieux où s’informer instance donner avis espaces jeunes évènements culturels transport,climatiseur,propiétaire,2,appartement,bus,
887,629a60c039e018002a7c0dd3,tunis,homme,entre 25 34 an,jendouba,,football,romantique,facebook instagram,entre 400 650 dtn mois,false,false,activités sportives,non,nike lacoste bos prada,tvjeux vidéos internet sortie entre amis,etudesformations,voyage,false,false,évènements culturels,machine a laver semi automatique,propiétaire,aucune,,,true
888,62693f2a261941001f693229,,,,medenine,salariée,,romantique,autre,entre 1800 3000 dtn mois,true,true,sortie entre amis,non,nike lacoste bos prada,internet,offres demploi,projet particulier,true,true,sécurité,lave vaisselle,locataire,1,autre,train,true
889,6252d740119763001f7ffe12,,femme,entre 18 24 an,medenine,lycée,,romantique,instagram,entre 1200 1800 dtn mois,,true,internet sortie entre amis,non,nike lacoste bos prada,lecture,santé,projet professionnel,false,true,évènements culturels,machine a laver automatique,propiétaire,1,"chez, parent",,true
890,6206166ecbad6e0020e15f25,tunis,homme,entre 18 24 an,kef,luniversité,football,action,instagram,entre 400 650 dtn mois,,true,sortie entre amis,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,projet detudes,false,false,espaces jeunes,machine a laver semi automatique,propiétaire,aucune,,bus,false
891,62c840d63317a6002960a205,tunis,homme,entre 25 34 an,gabes,,football,action,facebook,plus der 5000 dtn mois,true,true,internet,oui,nike lacoste bos prada,internet,etudesformations,voyage,false,true,transport,sèche linge,propiétaire,2,,,true
892,620658a6b8dde6001f5689f7,"ca, bizertin",homme,,sousse,,football,action,facebook,plus der 5000 dtn mois,false,true,activités sportives,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations,projet detudes,false,false,évènements culturels autre,sèche linge,locataire,1,,,false
893,6208ed3af75cbe001f0a4db2,tunis,,entre 25 34 an,bizerte,,,science fiction,facebook instagram,plus der 5000 dtn mois,,false,activités sportives tvjeux vidéos internet sortie entre amis lecture,non,chanel saint laurent dior louis vuitton,tvjeux vidéos internet lecture,offres demploi,projet particulier,false,false,évènements culturels espaces jeunes,congélateur hors celui réfrigérateur,propiétaire,2,,,
894,62b996f80564d8001f4ffaff,,,,sousse,,,romantique,facebook instagram autre,entre 1800 3000 dtn mois,true,false,sortie entre amis,oui,nike lacoste bos prada,activités sportives internet sortie entre amis,projets létranger voyage études emplois,voyage projet professionnel projet humanitaire carritatif,false,false,évènements culturels,machine a laver automatique,propiétaire,2,appartement,voiture,true
895,620572c9b8dde6001f55efbb,tunis,homme,entre 18 24 an,gafsa,,football,action,facebook tik tok instagram,plus der 5000 dtn mois,,true,tvjeux vidéos internet,oui,nike lacoste bos prada,activités sportives tvjeux vidéos internet,autre,voyage projet detudes,true,true,évènements culturels,machine a laver semi automatique,locataire,aucune,"chez, parent",,
896,623a8da76d818c001e37e256,,homme,entre 25 34 an,medenine,recherche dun emploi,,science fiction,facebook,inferieur 400 dtn mois,false,false,internet sortie entre amis tvjeux vidéos activités sportives,oui,nike lacoste bos prada,internet lecture,métiers,projet particulier,false,false,structure sportives,aucun,propiétaire,aucune,"chez, parent",taxi,false
897,62078f23b8dde6001f58456f,"ca, bizertin",homme,entre 25 34 an,bizerte,,,action,facebook instagram tik tok,entre 400 650 dtn mois,true,false,autre,oui,nike lacoste bos prada,sortie entre amis internet tvjeux vidéos activités sportives,offres demploi etudesformations,projet professionnel projet detudes,false,false,espaces jeunes,lave vaisselle,locataire,aucune,"chez, parent",,true
898,6228e4296d818c001e2f8a09,,homme,entre 25 34 an,tunis,salariée,football,action,facebook instagram tik tok snapshat,entre 650 1200 dtn mois,false,false,autre,oui,chanel saint laurent dior louis vuitton,internet,sport losirs,voyage,false,false,transport,climatiseur,propiétaire,aucune,,,true
899,621fb6776d818c001e2870fe,tunis,homme,entre 25 34 an,nabeul,recherche dun emploi,football,comédie,facebook instagram tik tok,entre 400 650 dtn mois,,false,activités sportives tvjeux vidéos internet,oui,nike lacoste bos prada,internet,sport losirs,projet humanitaire carritatif,false,true,transport,machine a laver automatique,locataire,aucune,"chez, parent",,true
900,622e0d80a92c39001fcf4510,sahel,homme,entre 18 24 an,sousse,,,romantique,facebook instagram tik tok,entre 1800 3000 dtn mois,true,true,internet,oui,nike lacoste bos prada,sortie entre amis,autre,projet particulier,false,false,espaces jeunes transport structure sportives,climatiseur,propiétaire,1,"chez, parent",moto,true
901,6214e32f434532001f12ee2f,,homme,,sfax,luniversité,,romantique,facebook,plus der 5000 dtn mois,,false,lecture,non,nike lacoste bos prada,activités sportives,etudesformations,voyage,false,false,évènements culturels,machine a laver semi automatique,propiétaire,aucune,,,false
902,6252853e1393d4001facf111,tunis,femme,entre 18 24 an,tunis,luniversité,,policier,facebook instagram tik tok,entre 400 650 dtn mois,false,false,internet,non,chanel saint laurent dior louis vuitton,internet lecture,etudesformations,projet detudes,false,false,évènements culturels transport,sèche linge,propiétaire,2,"chez, parent",metro,false
903,626d543d1be8ce001f804932,tunis,homme,,tunis,luniversité,handball,horreur,facebook,entre 1000 1800 dtn mois,true,false,sortie entre amis,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations,projet detudes,false,true,transport,congélateur hors celui réfrigérateur,propiétaire,1,"chez, parent",,
904,62d15e3491cdeb001f9b5878,,femme,,bizerte,entrepreneur,,comédie,facebook instagram autre,entre 1200 1800 dtn mois,false,true,activités sportives,oui,nike lacoste bos prada,sortie entre amis activités sportives,projets létranger voyage études emplois santé sport losirs vie pratique transport horaires d’ouverture différentes structure etudesformations autre,voyage projet professionnel projet humanitaire carritatif,false,true,évènements culturels transport espaces jeunes sécurité instance donner avis lieux où s’informer lieux où demander conseils structure sportives,climatiseur,propiétaire,1,"chez, parent",voiture,false
905,620c8cfc712bb4002a631054,sahel,homme,entre 18 24 an,sousse,,football,comédie,tik tok instagram facebook,entre 400 650 dtn mois,,false,internet tvjeux vidéos,oui,nike lacoste bos prada,activités sportives internet sortie entre amis tvjeux vidéos,etudesformations offres demploi sport losirs projets létranger voyage études emplois,voyage projet particulier,false,false,évènements culturels structure sportives,machine a laver semi automatique,locataire,aucune,,,
906,626aa5bc5a4754001ff9807a,"club, africain",homme,entre 18 24 an,tunis,,football,action,facebook,entre 1800 3000 dtn mois,,true,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,false,false,transport,machine a laver automatique,locataire,1,,,false
907,620fb637f513d8001f835155,"club, africain",homme,entre 25 34 an,sidi bouzid,salariée,aucun,comédie,facebook instagram snapshat,entre 400 650 dtn mois,true,false,tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,internet sortie entre amis tvjeux vidéos,autre,projet particulier,true,true,sécurité espaces jeunes autre,aucun,locataire,aucune,,vélo,true
908,620e9cad8f081f001ff350ce,"c, sfaxien",homme,entre 25 34 an,sfax,,,action,tik tok instagram facebook,entre 1800 3000 dtn mois,true,true,autre,oui,nike lacoste bos prada,activités sportives,sport losirs,projet particulier,false,true,structure sportives,climatiseur,locataire,aucune,"chez, parent",,true
909,6269bbf50d7189001f500b51,tunis,homme,entre 18 24 an,jendouba,luniversité,football,romantique,facebook instagram snapshat autre,plus der 5000 dtn mois,false,false,internet autre,oui,nike lacoste bos prada,internet tvjeux vidéos,etudesformations,projet professionnel,false,true,évènements culturels espaces jeunes sécurité structure sportives autre,chauffage central,propiétaire,aucune,appartement,metro,
910,62cf21e4bc1cde0020b13431,"club, africain",homme,,kairouan,lycée,football,action,facebook,entre 3000 5000 dtn mois,,true,activités sportives tvjeux vidéos lecture,oui,chanel saint laurent dior louis vuitton,internet activités sportives,etudesformations,voyage,false,false,évènements culturels,machine a laver automatique,propiétaire,aucune,"chez, parent",voiture,false
911,62ad137620b51c00206eed29,"club, africain",homme,entre 18 24 an,jendouba,,football,action,facebook instagram tik tok,plus der 5000 dtn mois,,true,tvjeux vidéos,oui,nike lacoste bos prada,activités sportives,autre,projet detudes,true,true,autre,machine a laver automatique,propiétaire,aucune,,bus,true
912,622af599584c64001f41f3a8,tunis,,entre 18 24 an,tunis,,football,comédie,facebook,entre 3000 5000 dtn mois,false,false,activités sportives internet,non,nike lacoste bos prada,tvjeux vidéos,offres demploi,voyage,false,false,transport,machine a laver semi automatique,locataire,aucune,,,
913,6291e8c84346ed002a124b8f,"o, beja",femme,entre 18 24 an,tunis,,,horreur,facebook instagram tik tok,entre 3000 5000 dtn mois,true,true,autre,oui,nike lacoste bos prada,internet,offres demploi etudesformations vie pratique transport horaires d’ouverture différentes structure,projet particulier projet detudes projet professionnel voyage,true,true,transport évènements culturels sécurité lieux où s’informer structure sportives,machine a laver semi automatique,propiétaire,1,,,true
914,620c09cea12e7b002ab11812,tunis,femme,entre 25 34 an,sousse,recherche dun emploi,basketball,romantique,facebook,inferieur 400 dtn mois,false,false,internet,non,chanel saint laurent dior louis vuitton,internet,offres demploi,projet particulier,false,false,lieux où s’informer,machine a laver semi automatique,propiétaire,aucune,,,true
915,621938cb4413240020f62686,sahel,homme,entre 18 24 an,sfax,,football,comédie,facebook,entre 650 1200 dtn mois,,true,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,autre,projet particulier,false,true,sécurité,climatiseur,propiétaire,1,,bus,
916,621e78d90cd88c0020e194b7,,homme,entre 18 24 an,sousse,luniversité,"handball, football",science fiction,facebook instagram snapshat,inferieur 400 dtn mois,true,true,tvjeux vidéos activités sportives internet,oui,nike lacoste bos prada,tvjeux vidéos internet activités associatives activités sportives,offres demploi etudesformations sport losirs projets létranger voyage études emplois autre,projet detudes projet professionnel voyage,true,true,évènements culturels lieux où s’informer structure sportives espaces jeunes autre lieux où demander conseils,aucun,locataire,aucune,appartement,taxi,
917,62272964a92c39001fca332c,tunis,homme,entre 18 24 an,nabeul,,handball,policier,facebook instagram tik tok autre,plus der 5000 dtn mois,,false,internet,oui,nike lacoste bos prada,activités sportives internet,etudesformations offres demploi,projet detudes projet professionnel,false,false,évènements culturels espaces jeunes,machine a laver automatique,locataire,1,"chez, parent","bus, taxi",
918,621fb0e5af93ec0020bd976b,,homme,entre 25 34 an,sfax,,,action,facebook,entre 1800 3000 dtn mois,,false,activités sportives,oui,chanel saint laurent dior louis vuitton,internet,offres demploi,voyage,true,true,évènements culturels,machine a laver automatique,locataire,plus 2,,moto,
919,62bbe72fb7925a001fd04dfe,"club, africain",homme,moins 18 an,jendouba,lycée,football,action,facebook,plus der 5000 dtn mois,,false,tvjeux vidéos internet activités sportives,oui,nike lacoste bos prada,activités sportives,etudesformations,voyage projet professionnel,false,false,évènements culturels,machine a laver automatique,propiétaire,aucune,"chez, parent",bus,
920,62082364776c6c002ab82187,tunis,femme,moins 18 an,tunis,lycée,,horreur,facebook instagram tik tok,entre 400 650 dtn mois,true,true,activités sportives,oui,nike lacoste bos prada,activités sportives,etudesformations,voyage,true,true,évènements culturels,machine a laver automatique,propiétaire,plus 2,"chez, parent",voiture,
921,6272cb1af3fa7c001f6e9937,tunis,homme,moins 18 an,tunis,lycée,aucun,science fiction,facebook tik tok,entre 1000 1800 dtn mois,false,false,tvjeux vidéos internet,oui,nike lacoste bos prada,internet sortie entre amis tvjeux vidéos,vie pratique transport horaires d’ouverture différentes structure sport losirs,projet particulier,false,false,évènements culturels espaces jeunes lieux où demander conseils structure sportives,sèche linge,locataire,aucune,"chez, parent",train,false
922,62128247a2acb3001fb021c9,,homme,entre 18 24 an,sousse,,football,science fiction,facebook instagram tik tok snapshat,plus der 5000 dtn mois,true,true,activités sportives,oui,chanel saint laurent dior louis vuitton,internet,etudesformations autre,projet detudes,true,true,évènements culturels,machine a laver automatique,locataire,1,"chez, parent",,true
923,623db0e86d818c001e393dc9,"club, africain",homme,,tunis,,,action,facebook instagram,entre 1000 1800 dtn mois,true,false,internet tvjeux vidéos sortie entre amis activités associatives autre,oui,nike lacoste bos prada,activités associatives,etudesformations métiers vie pratique transport horaires d’ouverture différentes structure,projet particulier,false,true,évènements culturels,lave vaisselle,propiétaire,1,"chez, parent",,true
924,6206bd33cbad6e0020e29629,tunis,homme,,tunis,lycée,,policier,facebook instagram,entre 400 650 dtn mois,,false,activités sportives internet,oui,nike lacoste bos prada,activités sportives sortie entre amis activités associatives,etudesformations projets létranger voyage études emplois,projet detudes projet professionnel,false,true,instance donner avis évènements culturels espaces jeunes lieux où demander conseils structure sportives,climatiseur,locataire,aucune,"chez, parent",autre,true
925,62befc58bee20c001fb0944f,tunis,femme,entre 18 24 an,sfax,lycée,,comédie,instagram facebook tik tok snapshat,entre 1800 3000 dtn mois,false,true,activités sportives tvjeux vidéos internet sortie entre amis lecture,oui,nike lacoste bos prada,internet,autre,projet particulier,false,false,autre,climatiseur,propiétaire,1,"chez, parent",,
926,62e197c991cdeb001faa6445,tunis,femme,moins 18 an,tunis,lycée,,action,facebook instagram tik tok,plus der 5000 dtn mois,false,false,internet,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,false,false,évènements culturels,machine a laver automatique,propiétaire,aucune,"chez, parent",taxi,false
927,629150d2fa03ea002ac6156c,,homme,,tunis,,football,action,facebook,entre 400 650 dtn mois,false,false,autre,oui,nike lacoste bos prada,activités sportives tvjeux vidéos internet,offres demploi,voyage,false,false,sécurité espaces jeunes,chauffage central,locataire,plus 2,,,
928,6207b6f7cbad6e0020e3e4f6,sahel,homme,entre 18 24 an,sousse,,football,horreur,facebook instagram tik tok snapshat,inferieur 400 dtn mois,true,false,lecture tvjeux vidéos,oui,nike lacoste bos prada,activités sportives,etudesformations,voyage projet detudes projet professionnel projet humanitaire carritatif,false,true,évènements culturels,aucun,locataire,aucune,appartement,,true
929,62a1a07a02b215001fdf8136,tunis,homme,moins 18 an,sfax,lycée,football,action,facebook,entre 1000 1800 dtn mois,,true,tvjeux vidéos,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,autre,voyage,true,true,transport,lave vaisselle,locataire,1,,bus,true
930,6217e2a64413240020f57be8,sahel,femme,moins 18 an,sousse,lycée,football,science fiction,facebook,plus der 5000 dtn mois,,false,activités sportives,non,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,false,false,évènements culturels,machine a laver automatique,locataire,aucune,"chez, parent",,false
931,626b08efefa30e001ef2d6a8,"club, africain",femme,,sidi bouzid,,football,action,facebook,plus der 5000 dtn mois,false,false,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,false,false,évènements culturels,machine a laver automatique,propiétaire,aucune,"chez, parent",bus,false
932,62738f97052dbe00209e96a3,tunis,femme,,gabes,,football,action,snapshat,entre 3000 5000 dtn mois,false,false,internet,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,true,true,autre,lave vaisselle,locataire,2,internat,,
933,623c5be5203e20001fda170b,,femme,,jendouba,,football,comédie,instagram,entre 400 650 dtn mois,false,false,activités sportives tvjeux vidéos sortie entre amis internet,oui,chanel saint laurent dior louis vuitton,activités associatives,etudesformations,projet detudes,false,false,évènements culturels,machine a laver automatique,locataire,aucune,,,false
934,6206adf7b872f7001f7e191c,,femme,,tunis,lycée,,science fiction,facebook instagram tik tok snapshat,entre 650 1200 dtn mois,false,false,activités sportives,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos internet,etudesformations,projet particulier,false,true,transport,climatiseur,locataire,aucune,"chez, parent",bus,
935,6246e710f17860001fa1b048,,homme,moins 18 an,sfax,lycée,aucun,comédie,facebook instagram tik tok,inferieur 400 dtn mois,false,false,autre,oui,nike lacoste bos prada,internet,etudesformations offres demploi métiers vie pratique transport horaires d’ouverture différentes structure sport losirs santé,voyage,true,true,sécurité lieux où s’informer structure sportives,congélateur hors celui réfrigérateur,propiétaire,1,"chez, parent",bus,true
936,62accf915c28b4001f44123b,"club, africain",homme,entre 18 24 an,gabes,lycée,,romantique,facebook,plus der 5000 dtn mois,false,false,autre,non,nike lacoste bos prada,activités sportives,etudesformations,voyage,false,false,évènements culturels,,,aucune,"chez, parent",taxi,false
937,626ac51e5a4754001ff98d8e,tunis,homme,entre 18 24 an,tunis,luniversité,,,instagram facebook,inferieur 400 dtn mois,false,true,tvjeux vidéos,oui,,internet sortie entre amis tvjeux vidéos,etudesformations offres demploi vie pratique transport horaires d’ouverture différentes structure métiers sport losirs santé projets létranger voyage études emplois logement,projet detudes,true,false,transport,machine a laver automatique,propiétaire,1,,bus,
938,62079584b872f7001f7f2b62,tunis,homme,entre 18 24 an,tunis,luniversité,football,horreur,instagram facebook,inferieur 400 dtn mois,true,false,lecture,non,nike lacoste bos prada,tvjeux vidéos,offres demploi etudesformations vie pratique transport horaires d’ouverture différentes structure sport losirs projets létranger voyage études emplois,projet detudes,false,false,lieux où s’informer sécurité autre,aucun,locataire,aucune,,,false
939,62e167d791cdeb001faa3075,tunis,,entre 25 34 an,tunis,,football,action,facebook instagram,plus der 5000 dtn mois,true,true,activités sportives autre,oui,nike lacoste bos prada,activités sportives tvjeux vidéos,etudesformations,voyage projet detudes,true,true,évènements culturels transport,machine a laver automatique,propiétaire,aucune,,,true
940,62360e9e203e20001fd798ab,tunis,femme,entre 18 24 an,tunis,lycée,,horreur,facebook instagram tik tok,inferieur 400 dtn mois,,false,internet,oui,nike lacoste bos prada,tvjeux vidéos internet,projets létranger voyage études emplois santé sport losirs,voyage projet professionnel,true,true,évènements culturels,climatiseur,locataire,aucune,"chez, parent",,true
941,6207bfadcbad6e0020e3f7d5,tunis,homme,,tunis,,football,tragédie,facebook,entre 1000 1800 dtn mois,true,false,internet,oui,chanel saint laurent dior louis vuitton,internet,santé sport losirs,projet professionnel,false,true,transport sécurité espaces jeunes,machine a laver automatique,propiétaire,1,appartement,voiture,true
942,620963e4f75cbe001f0b799c,,homme,,tunis,lycée,,horreur,facebook instagram,entre 1000 1800 dtn mois,false,true,activités sportives internet,non,nike lacoste bos prada,internet,autre,projet particulier,false,false,évènements culturels espaces jeunes sécurité lieux où s’informer,machine a laver automatique,propiétaire,1,,voiture,false
943,62b1d09120b51c0020717d7c,tunis,homme,moins 18 an,tunis,lycée,,horreur,facebook,entre 1800 3000 dtn mois,false,false,activités sportives tvjeux vidéos,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations,projet detudes,true,true,espaces jeunes sécurité lieux où s’informer lieux où demander conseils structure sportives autre,sèche linge,propiétaire,plus 2,"chez, parent",voiture,true
944,6296702d39e018002a7a12e9,,,,sfax,,football,horreur,facebook,plus der 5000 dtn mois,,false,tvjeux vidéos,oui,nike lacoste bos prada,activités associatives,etudesformations,projet detudes,false,true,transport,lave vaisselle,locataire,aucune,foyer,,
945,62be25f841b04f001ed84b5a,,homme,moins 18 an,tunis,,football,policier,facebook,plus der 5000 dtn mois,,true,internet,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,sport losirs,projet professionnel,false,false,transport,machine a laver automatique,propiétaire,2,,,
946,620812bbe1cc4f002abee829,,femme,entre 25 34 an,sidi bouzid,recherche dun emploi,,comédie,facebook instagram tik tok autre,entre 650 1200 dtn mois,false,true,internet autre,non,chanel saint laurent dior louis vuitton,internet tvjeux vidéos,santé,voyage,false,false,sécurité,chauffage central,locataire,1,autre,voiture,true
947,629d3aa8fa03ea002acf00ba,tunis,,,mahdia,recherche dun emploi,"football, handball",action,tik tok facebook instagram snapshat,plus der 5000 dtn mois,false,false,activités sportives,oui,nike lacoste bos prada,internet activités associatives activités sportives tvjeux vidéos sortie entre amis lecture,etudesformations offres demploi métiers vie pratique transport horaires d’ouverture différentes structure sport losirs santé logement projets létranger voyage études emplois,projet detudes voyage projet professionnel projet humanitaire carritatif,false,true,transport évènements culturels espaces jeunes sécurité instance donner avis lieux où demander conseils lieux où s’informer structure sportives,climatiseur,locataire,plus 2,,bus,
948,62d7caf0d590dc001ffb4189,,,entre 25 34 an,nabeul,,,action,facebook tik tok,entre 3000 5000 dtn mois,false,true,internet,oui,chanel saint laurent dior louis vuitton,internet,etudesformations,voyage,true,false,espaces jeunes,machine a laver semi automatique,propiétaire,,,,
949,620fbcf08f081f001ff3c786,,homme,entre 25 34 an,sfax,,,tragédie,instagram,entre 1000 1800 dtn mois,true,true,tvjeux vidéos,non,nike lacoste bos prada,tvjeux vidéos,offres demploi sport losirs,voyage,false,false,transport,lave vaisselle,locataire,2,internat,taxi,true
