,User id,Club,Genre,Age,Zone géographique,Occupation,Sport,Film,Interactions en ligne,Revenu,Permis de conduire,Motorisé,Que faites vous pendant votre temps libre?,Vous aimez les jeux videos?,vous préférez quelles marques,Que fais tu pendant ton temps libre?,En général quel type d'information as tu besoin?,"Plus globalement, as-tu des projets personnels ?",T’intéresses tu à la politique ?,Vois-tu un intérêt à voter ?,"D’après toi, qu’est-ce qui manque le plus aux jeunes de ton âge?",Vous disposez (plusieurs réponses possible),vous êtes ,combien de voitures disposez vous dans votre famille,j'habite?,Pour me déplacer je prends ,As-tu accès à internet facilement?
0,6234f7b96d818c001e35edc9,sahel,homme,entre 25 34 an,nabeul,entrepreneur,football,science fiction,facebook instagram tik tok,plus der 5000 dtn mois,true,true,sortie entre amis,oui,nike lacoste bos prada,internet tvjeux vidéos sortie entre amis lecture activités associatives activités sportives,sport losirs projets létranger voyage études emplois,projet professionnel voyage,true,true,espaces jeunes lieux où s’informer lieux où demander conseils structure sportives évènements culturels,machine a laver automatique,propiétaire,2,appartement,voiture,true
1,62057143cbad6e0020e11f6e,tunis,femme,entre 18 24 an,jendouba,,,horreur,facebook instagram tik tok,entre 650 1200 dtn mois,false,false,activités sportives tvjeux vidéos internet,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations offres demploi,projet detudes voyage,false,false,évènements culturels,congélateur hors celui réfrigérateur,locataire,1,"chez, parent",,true
2,6218aa29a2acb3001fb2cab5,tunis,homme,moins 18 an,tunis,lycée,,horreur,facebook tik tok,entre 3000 5000 dtn mois,,true,activités associatives,non,nike lacoste bos prada,internet,etudesformations,projet professionnel,false,true,évènements culturels,machine a laver semi automatique,locataire,1,,metro,
3,620d56c47db2fa002a6ab6ae,tunis,homme,entre 18 24 an,tunis,,aucun,action,facebook instagram autre,entre 1800 3000 dtn mois,,false,internet tvjeux vidéos,oui,nike lacoste bos prada,activités sportives internet tvjeux vidéos sortie entre amis,métiers etudesformations,voyage projet professionnel,false,false,transport sécurité instance donner avis lieux où s’informer structure sportives espaces jeunes évènements culturels,machine a laver automatique,locataire,1,,,true
4,627e8554e0f7fe002b52e5af,,,,nabeul,luniversité,handball,horreur,tik tok instagram facebook snapshat,entre 3000 5000 dtn mois,true,true,activités associatives,oui,nike lacoste bos prada,activités associatives,vie pratique transport horaires d’ouverture différentes structure métiers offres demploi etudesformations,voyage projet detudes projet professionnel,true,true,transport,machine a laver automatique,locataire,1,,metro,
5,622504dba92c39001fc92cd7,"u, monastirienne",homme,entre 25 34 an,sousse,salariée,,comédie,facebook instagram autre,entre 650 1200 dtn mois,true,true,internet,non,nike lacoste bos prada,internet,métiers,projet particulier,false,false,autre,machine a laver semi automatique,locataire,1,,,true
6,623cb801c64084002a03c92f,"club, africain",homme,entre 18 24 an,nabeul,lycée,football,action,facebook instagram,inferieur 400 dtn mois,,false,internet,oui,nike lacoste bos prada,internet activités sportives,etudesformations,projet detudes,false,false,espaces jeunes,climatiseur,locataire,1,"chez, parent",taxi,
7,621b963ba2acb3001fb43b04,,homme,,tunis,,,comédie,tik tok,entre 3000 5000 dtn mois,,false,internet,non,nike lacoste bos prada,internet tvjeux vidéos,offres demploi,voyage,true,false,évènements culturels,congélateur hors celui réfrigérateur,locataire,1,,,false
8,6216179f434532001f137dbc,,femme,,siliana,,,tragédie,autre,entre 3000 5000 dtn mois,,false,lecture,non,chanel saint laurent dior louis vuitton,tvjeux vidéos,santé,projet professionnel,false,false,lieux où demander conseils,machine a laver semi automatique,propiétaire,1,,taxi,false
9,62b8bed3b7925a001fcdc861,tunis,femme,,tunis,lycée,aucun,horreur,facebook,inferieur 400 dtn mois,false,false,internet tvjeux vidéos,non,nike lacoste bos prada,tvjeux vidéos internet,offres demploi etudesformations autre santé métiers,projet professionnel,false,false,transport,sèche linge,locataire,aucune,"chez, parent",bus,false
10,62d98e8978f2ce001e23a254,,,,tunis,,,action,facebook,plus der 5000 dtn mois,true,true,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,true,true,évènements culturels,machine a laver semi automatique,propiétaire,1,"chez, parent",,true
11,6206d692cbad6e0020e2edaf,,femme,entre 25 34 an,jendouba,recherche dun emploi,,romantique,tik tok instagram facebook snapshat,entre 1000 1800 dtn mois,,true,sortie entre amis internet tvjeux vidéos,oui,chanel saint laurent dior louis vuitton,internet sortie entre amis,offres demploi,projet particulier,false,false,autre,climatiseur,propiétaire,1,,voiture,
12,62151520bdc1d6001edf03b4,tunis,homme,entre 18 24 an,tunis,,football,action,facebook instagram autre,plus der 5000 dtn mois,true,true,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives sortie entre amis internet,sport losirs projets létranger voyage études emplois,voyage projet humanitaire carritatif,true,true,espaces jeunes évènements culturels sécurité lieux où s’informer lieux où demander conseils structure sportives,climatiseur,locataire,2,,voiture,true
13,620beb6a712bb4002a62c029,tunis,homme,entre 18 24 an,sfax,recherche dun emploi,football,horreur,facebook,inferieur 400 dtn mois,true,true,tvjeux vidéos,oui,chanel saint laurent dior louis vuitton,internet,sport losirs,voyage,false,true,autre,aucun,propiétaire,aucune,,,true
14,6222822dcccc1c001f6516e7,,homme,,tunis,luniversité,,romantique,instagram,entre 1800 3000 dtn mois,,true,activités sportives,oui,nike lacoste bos prada,activités sportives,etudesformations,voyage,true,false,transport,machine a laver semi automatique,propiétaire,2,,,
15,6212310d8f081f001ff50ac3,tunis,femme,entre 18 24 an,tunis,,gymnastique,science fiction,facebook instagram,plus der 5000 dtn mois,false,false,tvjeux vidéos internet sortie entre amis,non,chanel saint laurent dior louis vuitton,tvjeux vidéos internet sortie entre amis,etudesformations,projet particulier,false,false,évènements culturels espaces jeunes,machine a laver semi automatique,propiétaire,aucune,"chez, parent",,false
16,62d0070591cdeb001f9a0f53,,femme,moins 18 an,tunis,,,horreur,facebook,inferieur 400 dtn mois,false,false,activités sportives,oui,chanel saint laurent dior louis vuitton,internet,autre,projet particulier,false,false,autre,aucun,propiétaire,aucune,"chez, parent",bus,
17,620cb9e76529b3002a1a0120,tunis,femme,entre 18 24 an,nabeul,luniversité,natation,science fiction,facebook instagram autre,entre 650 1200 dtn mois,true,false,internet,oui,chanel saint laurent dior louis vuitton,internet sortie entre amis,etudesformations offres demploi projets létranger voyage études emplois,projet particulier,false,false,lieux où s’informer lieux où demander conseils structure sportives,machine a laver automatique,propiétaire,aucune,,,false
18,629faf5393223b001f317e8b,tunis,homme,moins 18 an,sfax,lycée,"handball, football",action,facebook instagram,entre 1200 1800 dtn mois,,false,activités associatives lecture,oui,nike lacoste bos prada,activités associatives tvjeux vidéos activités sportives,offres demploi métiers etudesformations,projet detudes projet professionnel voyage,true,true,évènements culturels transport espaces jeunes,machine a laver semi automatique,locataire,2,,bus,true
19,62967f2d41de33002a284038,sahel,homme,,sousse,salariée,,comédie,facebook instagram tik tok snapshat,entre 1200 1800 dtn mois,true,false,activités sportives internet lecture,non,chanel saint laurent dior louis vuitton,activités sportives internet sortie entre amis,offres demploi,projet detudes,false,true,sécurité lieux où s’informer lieux où demander conseils,climatiseur,propiétaire,aucune,"chez, parent",,false
20,620640a2cbad6e0020e18465,"club, africain",homme,,tunis,,football,action,facebook,entre 1200 1800 dtn mois,,true,internet tvjeux vidéos activités sportives,oui,chanel saint laurent dior louis vuitton,activités associatives,etudesformations,voyage,false,false,évènements culturels,climatiseur,locataire,plus 2,,,false
21,62d6be49bc1cde0020b7f288,sahel,homme,entre 18 24 an,sousse,,football,action,facebook instagram autre tik tok,entre 650 1200 dtn mois,true,true,sortie entre amis,oui,nike lacoste bos prada,sortie entre amis,sport losirs,voyage projet professionnel,true,true,espaces jeunes,chauffage central,locataire,aucune,"chez, parent",autre,false
22,6294a50a39e018002a7895bc,,,entre 18 24 an,tunis,,football,romantique,facebook,entre 3000 5000 dtn mois,,false,activités associatives,oui,chanel saint laurent dior louis vuitton,activités sportives,offres demploi,voyage,false,false,évènements culturels,machine a laver semi automatique,propiétaire,1,,,true
23,6223e1df203e20001fccd097,,,,kairouan,,,science fiction,facebook,entre 3000 5000 dtn mois,,true,autre,non,nike lacoste bos prada,tvjeux vidéos,métiers,voyage,false,true,évènements culturels,aucun,locataire,plus 2,internat,,true
24,6213992e0cd88c0020dc9413,,femme,entre 18 24 an,kairouan,,handball,romantique,facebook,entre 400 650 dtn mois,false,true,internet tvjeux vidéos,non,nike lacoste bos prada,internet,etudesformations,voyage,true,false,évènements culturels,machine a laver semi automatique,propiétaire,aucune,,bus,true
25,62595202428ea80020228806,tunis,homme,entre 18 24 an,nabeul,,,horreur,facebook instagram,entre 400 650 dtn mois,false,false,lecture autre,oui,nike lacoste bos prada,activités associatives,etudesformations,projet professionnel,false,false,évènements culturels,machine a laver semi automatique,propiétaire,1,"chez, parent",,
26,622faa116d818c001e33abb0,"club, africain",homme,entre 18 24 an,jendouba,lycée,football,science fiction,facebook instagram tik tok snapshat,,false,false,activités sportives tvjeux vidéos internet sortie entre amis lecture activités associatives,oui,nike lacoste bos prada,tvjeux vidéos,autre,voyage,true,true,espaces jeunes,,,,,bus,true
27,625c034cf17860001fa44e30,,femme,entre 18 24 an,gafsa,luniversité,gymnastique,policier,facebook tik tok,,,false,autre,non,chanel saint laurent dior louis vuitton,tvjeux vidéos internet,autre,projet particulier,false,false,autre,,,,"chez, parent",bus,
28,626b13ee360d8c001f2cc977,tunis,,,tunis,,football,action,facebook instagram autre,entre 650 1200 dtn mois,false,true,activités sportives,non,nike lacoste bos prada,internet,etudesformations offres demploi sport losirs autre,projet particulier,false,false,évènements culturels espaces jeunes sécurité structure sportives autre,chauffage central,locataire,aucune,"chez, parent",,false
29,621bb5918f081f001ff95724,sahel,homme,entre 18 24 an,mahdia,,"football, tennis, danse",tragédie,facebook instagram tik tok,entre 1200 1800 dtn mois,,true,lecture sortie entre amis autre activités associatives internet,oui,chanel saint laurent dior louis vuitton,internet,etudesformations,projet professionnel,true,true,sécurité transport,machine a laver semi automatique,locataire,1,"chez, parent",bus,
30,62081372776c6c002ab7bb8f,,homme,,tunis,,football,action,facebook instagram,entre 1200 1800 dtn mois,false,true,activités sportives,oui,chanel saint laurent dior louis vuitton,internet,offres demploi métiers sport losirs,projet professionnel,true,true,instance donner avis structure sportives autre,machine a laver automatique,propiétaire,aucune,,,
31,620655eb807e1a0020353ab2,sahel,homme,entre 25 34 an,sousse,,,action,autre,inferieur 400 dtn mois,true,false,sortie entre amis,oui,nike lacoste bos prada,sortie entre amis internet lecture,offres demploi métiers,projet professionnel,false,false,évènements culturels transport espaces jeunes sécurité instance donner avis lieux où s’informer lieux où demander conseils structure sportives,aucun,locataire,aucune,,metro,false
32,62bc24a444a27b001f727e23,tunis,homme,entre 18 24 an,kef,,,action,facebook instagram tik tok,entre 400 650 dtn mois,false,false,sortie entre amis,oui,nike lacoste bos prada,activités sportives,etudesformations,projet detudes,false,false,transport,machine a laver automatique,locataire,aucune,"chez, parent",,false
33,62084a885938d60029397bf6,tunis,homme,entre 18 24 an,tunis,luniversité,football,action,facebook instagram,entre 400 650 dtn mois,true,false,sortie entre amis tvjeux vidéos internet,oui,chanel saint laurent dior louis vuitton,sortie entre amis activités sportives activités associatives tvjeux vidéos internet lecture,etudesformations,projet detudes,true,true,évènements culturels transport,congélateur hors celui réfrigérateur,locataire,aucune,,bus,
34,62238a36a92c39001fc8277c,"club, africain",homme,entre 25 34 an,tunis,,football,action,facebook instagram snapshat,entre 400 650 dtn mois,true,true,internet sortie entre amis,oui,nike lacoste bos prada,internet,offres demploi,projet particulier,true,true,instance donner avis,congélateur hors celui réfrigérateur,propiétaire,aucune,"chez, parent",taxi,
35,621008e44413240020f1f468,tunis,homme,,nabeul,,football,action,facebook,entre 1800 3000 dtn mois,false,false,tvjeux vidéos internet,oui,nike lacoste bos prada,internet,sport losirs,projet humanitaire carritatif,false,false,transport,machine a laver automatique,propiétaire,1,internat,,
36,623ccb8d584c64001f4ab256,"club, africain",homme,,tunis,,,romantique,facebook instagram,entre 650 1200 dtn mois,,false,activités sportives autre,non,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,projet professionnel,false,true,espaces jeunes,aucun,propiétaire,aucune,,,false
37,620d1956e563c0002a9e7471,,homme,entre 18 24 an,tunis,luniversité,aucun,science fiction,facebook instagram tik tok snapshat,entre 1800 3000 dtn mois,false,false,tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,tvjeux vidéos internet sortie entre amis,offres demploi vie pratique transport horaires d’ouverture différentes structure santé,projet particulier,false,true,transport sécurité,sèche linge,locataire,1,"chez, parent","bus, metro, taxi, train",true
38,626bf547052dbe002098a7ca,tunis,femme,entre 25 34 an,nabeul,recherche dun emploi,aucun,comédie,facebook instagram tik tok snapshat,entre 1000 1800 dtn mois,true,false,internet tvjeux vidéos,non,nike lacoste bos prada,internet,offres demploi,voyage,false,false,sécurité évènements culturels lieux où s’informer,congélateur hors celui réfrigérateur,locataire,1,"chez, parent",,false
39,6259dd9544aeab002069d5ee,tunis,homme,entre 18 24 an,bizerte,luniversité,football,action,instagram,entre 1200 1800 dtn mois,false,false,internet,oui,nike lacoste bos prada,internet activités sportives,etudesformations,projet professionnel,false,false,transport,machine a laver semi automatique,propiétaire,1,foyer,metro,
40,62bb27bcb7925a001fcf4e06,tunis,femme,entre 18 24 an,nabeul,,,romantique,facebook instagram tik tok snapshat,entre 650 1200 dtn mois,false,true,sortie entre amis internet,non,chanel saint laurent dior louis vuitton,internet,offres demploi,projet particulier,false,false,espaces jeunes,congélateur hors celui réfrigérateur,locataire,aucune,,,true
41,62d33753bc1cde0020b4f77c,,homme,,bizerte,,football,action,facebook,plus der 5000 dtn mois,true,false,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,true,true,transport,machine a laver automatique,propiétaire,aucune,,,true
42,6282961a9d6323002b8df5bd,,,,nabeul,,,action,facebook instagram tik tok snapshat,entre 650 1200 dtn mois,true,false,internet sortie entre amis,non,nike lacoste bos prada,internet,offres demploi etudesformations métiers vie pratique transport horaires d’ouverture différentes structure,projet detudes,true,true,transport évènements culturels sécurité,machine a laver semi automatique,locataire,1,"chez, parent",autre,
43,6206d264cbad6e0020e2e59e,"club, africain",homme,entre 18 24 an,nabeul,,football,action,facebook instagram tik tok autre,entre 650 1200 dtn mois,true,false,autre,oui,nike lacoste bos prada,internet,etudesformations,voyage,false,true,sécurité espaces jeunes autre structure sportives,machine a laver semi automatique,locataire,aucune,,train,false
44,6252af49cb2dac0020add711,"club, africain",femme,,gabes,recherche dun emploi,aucun,science fiction,autre,entre 1200 1800 dtn mois,false,true,lecture,non,chanel saint laurent dior louis vuitton,lecture,etudesformations offres demploi métiers vie pratique transport horaires d’ouverture différentes structure santé projets létranger voyage études emplois,projet particulier,false,false,sécurité instance donner avis lieux où s’informer lieux où demander conseils autre,climatiseur,locataire,aucune,"chez, parent",taxi,false
45,6230c850af93ec0020c99e5c,tunis,femme,,tunis,,danse,action,facebook instagram tik tok,inferieur 400 dtn mois,,false,tvjeux vidéos internet lecture,non,nike lacoste bos prada,activités sportives,autre,voyage,true,true,autre,aucun,locataire,aucune,"chez, parent",bus,true
46,62bb5b56b7925a001fcf8702,tunis,femme,entre 18 24 an,tunis,luniversité,,tragédie,tik tok facebook instagram snapshat,plus der 5000 dtn mois,,true,activités sportives tvjeux vidéos internet lecture,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,true,true,évènements culturels transport,machine a laver semi automatique,locataire,1,"chez, parent",,true
47,6296410fa9f68a002a559c49,tunis,homme,entre 18 24 an,tunis,recherche dun emploi,football,comédie,facebook instagram,entre 1800 3000 dtn mois,false,true,tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,sortie entre amis tvjeux vidéos,projets létranger voyage études emplois logement santé sport losirs vie pratique transport horaires d’ouverture différentes structure métiers offres demploi etudesformations,projet particulier,false,false,structure sportives lieux où demander conseils lieux où s’informer espaces jeunes évènements culturels,machine a laver semi automatique,propiétaire,2,"chez, parent",,
48,62b991bfbee20c001faa4dea,"club, africain",homme,entre 18 24 an,tunis,luniversité,football,horreur,instagram tik tok facebook,entre 1000 1800 dtn mois,true,false,activités sportives tvjeux vidéos internet sortie entre amis,oui,chanel saint laurent dior louis vuitton,activités sportives tvjeux vidéos,offres demploi etudesformations,voyage projet detudes projet professionnel,false,false,évènements culturels transport,climatiseur,propiétaire,1,"chez, parent","metro, bus",
49,62be376abee20c001fafe017,"club, africain",homme,entre 18 24 an,tunis,luniversité,football,tragédie,facebook,entre 1200 1800 dtn mois,false,true,internet tvjeux vidéos activités associatives activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives tvjeux vidéos,sport losirs,voyage projet detudes,true,true,évènements culturels espaces jeunes sécurité structure sportives,climatiseur,propiétaire,2,"chez, parent",train,true
50,62798c05efa30e001efd2ec9,,,,medenine,lycée,football,action,facebook,plus der 5000 dtn mois,,true,activités sportives,oui,chanel saint laurent dior louis vuitton,activités sportives,métiers,voyage,false,false,évènements culturels,machine a laver automatique,propiétaire,aucune,"chez, parent",,
51,6206e84fcbad6e0020e30688,"club, africain",homme,entre 18 24 an,kef,luniversité,aucun,action,facebook instagram snapshat,entre 650 1200 dtn mois,false,false,internet tvjeux vidéos,oui,nike lacoste bos prada,internet,etudesformations,voyage,true,true,instance donner avis évènements culturels transport espaces jeunes sécurité lieux où s’informer structure sportives lieux où demander conseils,aucun,locataire,aucune,"chez, parent",,true
52,6235be89eeb5ca0020edae48,tunis,homme,entre 18 24 an,mahdia,luniversité,,action,facebook instagram tik tok,entre 3000 5000 dtn mois,,true,activités associatives,oui,nike lacoste bos prada,tvjeux vidéos activités associatives,offres demploi sport losirs,voyage,true,true,espaces jeunes,climatiseur,locataire,1,appartement,,true
53,62a13724c4e208001f8def41,tunis,,,kairouan,,football,action,facebook tik tok instagram,plus der 5000 dtn mois,,true,autre internet,oui,chanel saint laurent dior louis vuitton,activités sportives,etudesformations,voyage,false,true,autre,machine a laver automatique,locataire,aucune,,,false
54,621197b70cd88c0020dbedb5,"c, sfaxien",femme,entre 18 24 an,sfax,luniversité,,romantique,facebook instagram tik tok snapshat,entre 1000 1800 dtn mois,false,false,tvjeux vidéos internet autre,oui,nike lacoste bos prada,internet,projets létranger voyage études emplois santé vie pratique transport horaires d’ouverture différentes structure métiers etudesformations offres demploi,projet particulier,true,true,espaces jeunes structure sportives évènements culturels transport sécurité,machine a laver semi automatique,propiétaire,1,"chez, parent",taxi,false
55,622cad7f203e20001fd2cd4f,tunis,homme,entre 18 24 an,tunis,,,horreur,facebook,inferieur 400 dtn mois,,true,activités associatives,non,nike lacoste bos prada,activités sportives,offres demploi,projet professionnel,true,true,transport,machine a laver automatique,propiétaire,aucune,,,true
56,62c61abf320843002ae003c5,"club, africain",femme,,sfax,,basketball,horreur,facebook autre,entre 650 1200 dtn mois,,false,tvjeux vidéos internet lecture,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations projets létranger voyage études emplois,projet particulier,false,false,évènements culturels structure sportives lieux où demander conseils lieux où s’informer instance donner avis sécurité transport espaces jeunes,machine a laver automatique,locataire,aucune,,,true
57,6234929e894639002ae26c88,"club, africain",homme,entre 18 24 an,gafsa,luniversité,football,action,facebook instagram,entre 650 1200 dtn mois,false,false,activités sportives tvjeux vidéos internet sortie entre amis,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations offres demploi,projet detudes,false,false,évènements culturels transport espaces jeunes structure sportives,climatiseur,locataire,1,,,false
58,621f4a136d818c001e27bd54,sahel,femme,entre 18 24 an,sousse,luniversité,,action,facebook,entre 1800 3000 dtn mois,,false,activités sportives tvjeux vidéos internet autre,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations offres demploi projets létranger voyage études emplois,projet detudes projet humanitaire carritatif,false,true,lieux où s’informer,climatiseur,propiétaire,1,"chez, parent",bus,true
59,622a6626a92c39001fcd0c04,tunis,homme,entre 18 24 an,sfax,lycée,,action,facebook instagram autre,entre 3000 5000 dtn mois,,true,activités associatives,oui,nike lacoste bos prada,activités sportives,projets létranger voyage études emplois,projet particulier,false,false,transport,machine a laver automatique,locataire,2,"chez, parent",,
60,62ce9e6578f2ce001e19ab80,,,,medenine,,,romantique,tik tok,entre 1800 3000 dtn mois,true,true,autre,non,nike lacoste bos prada,tvjeux vidéos,métiers,projet professionnel,true,true,espaces jeunes,machine a laver semi automatique,locataire,aucune,,,
61,6209945dca15d4001ff494b9,tunis,femme,entre 18 24 an,bizerte,luniversité,aucun,romantique,facebook instagram,entre 650 1200 dtn mois,false,false,internet,oui,chanel saint laurent dior louis vuitton,internet,etudesformations,projet detudes,false,false,évènements culturels,,,,foyer,bus,
62,628395f574e9ee002a08f08d,tunis,femme,entre 18 24 an,kairouan,,"football, gymnastique",action,facebook instagram tik tok snapshat,entre 1800 3000 dtn mois,false,true,activités sportives,oui,nike lacoste bos prada,activités sportives,offres demploi etudesformations métiers,projet particulier,false,true,sécurité espaces jeunes instance donner avis structure sportives,machine a laver semi automatique,propiétaire,aucune,"chez, parent",bus,
63,62516ed6428ea800202183ad,"club, africain",homme,entre 25 34 an,nabeul,,football,science fiction,facebook instagram,entre 1800 3000 dtn mois,true,true,internet,oui,nike lacoste bos prada,internet,offres demploi,projet particulier,false,true,instance donner avis sécurité,climatiseur,propiétaire,1,"chez, parent",moto,false
64,627e86589d6323002b8b5b04,sahel,homme,entre 18 24 an,sousse,,,romantique,facebook,plus der 5000 dtn mois,false,true,internet,oui,nike lacoste bos prada,internet,logement,projet professionnel,false,false,transport,machine a laver automatique,propiétaire,aucune,foyer,metro,
65,622e7286894639002adfcc1d,tunis,homme,entre 25 34 an,tunis,recherche dun emploi,,action,facebook,entre 650 1200 dtn mois,true,false,internet tvjeux vidéos,oui,nike lacoste bos prada,tvjeux vidéos internet,offres demploi etudesformations,projet particulier,true,false,espaces jeunes transport évènements culturels,climatiseur,locataire,aucune,"chez, parent",metro,
66,62ae3b9c41b04f001ecd19f0,,homme,entre 18 24 an,tunis,entrepreneur,,action,autre,entre 1000 1800 dtn mois,false,false,internet,oui,chanel saint laurent dior louis vuitton,sortie entre amis,autre,projet particulier,false,false,autre,machine a laver automatique,locataire,aucune,,,false
67,62308d42584c64001f454fc4,"club, africain",homme,entre 25 34 an,zaghouan,salariée,football,romantique,facebook instagram,entre 650 1200 dtn mois,false,false,internet,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,projets létranger voyage études emplois,projet professionnel,false,false,lieux où demander conseils évènements culturels,climatiseur,locataire,aucune,appartement,bus,false
68,6241f84d993446002067c75a,,homme,,gafsa,,football,comédie,facebook instagram tik tok autre,plus der 5000 dtn mois,false,false,internet,oui,nike lacoste bos prada,internet,métiers,projet professionnel,true,true,espaces jeunes,machine a laver automatique,propiétaire,aucune,,bus,
69,621fb16acccc1c001f628648,"club, africain",homme,entre 25 34 an,tunis,,football,action,facebook,plus der 5000 dtn mois,,true,activités sportives activités associatives tvjeux vidéos internet sortie entre amis lecture,oui,nike lacoste bos prada,tvjeux vidéos activités sportives activités associatives,etudesformations offres demploi métiers,voyage,false,false,transport,machine a laver automatique,propiétaire,2,,,
70,62077db8807e1a002036dbba,tunis,homme,,gafsa,,football,action,facebook,entre 400 650 dtn mois,false,false,internet,non,nike lacoste bos prada,tvjeux vidéos,sport losirs,voyage,false,false,transport,machine a laver semi automatique,locataire,2,,,false
71,620ab190031a460020222b90,tunis,homme,entre 18 24 an,tunis,luniversité,football,action,facebook,plus der 5000 dtn mois,false,true,activités associatives,oui,nike lacoste bos prada,tvjeux vidéos,etudesformations,voyage,true,false,évènements culturels transport espaces jeunes,machine a laver automatique,locataire,aucune,,metro,
72,622f2b1deeb5ca0020ea9d84,,homme,,sousse,,,romantique,facebook,entre 3000 5000 dtn mois,true,false,activités associatives,non,nike lacoste bos prada,activités sportives,offres demploi,projet detudes,true,true,transport,lave vaisselle,locataire,2,,,
73,621f3445cccc1c001f61b409,,homme,,sfax,,,action,instagram,entre 3000 5000 dtn mois,false,false,activités sportives,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,etudesformations,voyage,false,false,transport,machine a laver automatique,locataire,2,,,false
74,629665c439e018002a7a006b,tunis,femme,entre 18 24 an,kef,luniversité,,action,facebook instagram,inferieur 400 dtn mois,false,false,lecture,non,chanel saint laurent dior louis vuitton,activités associatives,offres demploi,projet detudes,true,false,évènements culturels espaces jeunes,sèche linge,locataire,aucune,"chez, parent",bus,false
75,6221e920584c64001f3b22e5,"c, sfaxien",,entre 25 34 an,sfax,,football,action,facebook instagram tik tok,inferieur 400 dtn mois,false,false,tvjeux vidéos,oui,nike lacoste bos prada,activités sportives,autre,projet particulier,true,false,autre,aucun,propiétaire,aucune,,,false
76,620576e9807e1a002034b8f7,"club, africain",homme,entre 18 24 an,tunis,,football,horreur,facebook instagram,entre 3000 5000 dtn mois,,true,activités associatives internet,oui,nike lacoste bos prada,internet tvjeux vidéos activités associatives,etudesformations,projet detudes,true,false,lieux où s’informer,machine a laver automatique,propiétaire,aucune,appartement,"bus, metro",true
77,626054210b734900205b8797,"club, africain",homme,entre 18 24 an,medenine,luniversité,football,horreur,facebook,entre 3000 5000 dtn mois,true,true,tvjeux vidéos internet,oui,chanel saint laurent dior louis vuitton,internet,etudesformations métiers,projet humanitaire carritatif,false,true,transport,machine a laver semi automatique,propiétaire,2,foyer,,
78,626ea0af1be8ce001f80ca73,sahel,homme,entre 25 34 an,mahdia,,football,action,facebook instagram tik tok,entre 1200 1800 dtn mois,false,false,tvjeux vidéos internet,oui,nike lacoste bos prada,tvjeux vidéos internet sortie entre amis,santé métiers,projet detudes,false,false,espaces jeunes transport instance donner avis lieux où s’informer structure sportives lieux où demander conseils,machine a laver automatique,locataire,aucune,"chez, parent","taxi, moto",
79,622dacd16d818c001e329333,,femme,,sfax,,,action,tik tok instagram,plus der 5000 dtn mois,,false,internet,oui,chanel saint laurent dior louis vuitton,internet,etudesformations,voyage,false,false,sécurité,machine a laver automatique,propiétaire,1,,,false
80,6207876cb872f7001f7f10d7,"club, africain",femme,entre 18 24 an,jendouba,,,romantique,facebook instagram snapshat,entre 650 1200 dtn mois,false,false,internet sortie entre amis lecture,non,chanel saint laurent dior louis vuitton,lecture sortie entre amis internet tvjeux vidéos,etudesformations offres demploi métiers vie pratique transport horaires d’ouverture différentes structure sport losirs santé projets létranger voyage études emplois,voyage projet detudes projet professionnel,false,true,évènements culturels espaces jeunes lieux où s’informer lieux où demander conseils structure sportives,machine a laver semi automatique,propiétaire,aucune,,bus,
81,62121bdaf513d8001f849082,,homme,,sousse,,,policier,instagram,entre 3000 5000 dtn mois,true,true,autre,oui,chanel saint laurent dior louis vuitton,tvjeux vidéos,offres demploi,voyage,true,true,transport,congélateur hors celui réfrigérateur,locataire,aucune,,,true
82,6250bab5f34a21001f3232cf,"club, africain",homme,entre 25 34 an,tunis,recherche dun emploi,,romantique,facebook instagram,inferieur 400 dtn mois,false,false,autre,oui,nike lacoste bos prada,tvjeux vidéos internet sortie entre amis lecture,offres demploi,voyage,false,false,autre,aucun,locataire,aucune,"chez, parent",autre,false
83,62ab62ea41b04f001ecb3135,,,,tunis,,aucun,policier,autre,plus der 5000 dtn mois,,true,activités sportives,non,chanel saint laurent dior louis vuitton,lecture,autre,voyage,true,true,autre,sèche linge,propiétaire,aucune,,,true
84,62129ecea2acb3001fb0398e,,homme,entre 25 34 an,tunis,recherche dun emploi,aucun,comédie,facebook,inferieur 400 dtn mois,,false,internet tvjeux vidéos,oui,chanel saint laurent dior louis vuitton,sortie entre amis,offres demploi,projet particulier,false,true,sécurité,aucun,locataire,2,,bus,false
